code_insee_com,nom_com,niveau_vie_median_2021,nb_logements_2022,Pourcentage_appartements_2022,pourcentage_locataires_dans_résidence_principale_2022,evolution_annuelle_moy_de_la_population_entre_2017_et_ 2023_en_pourcentage,population_municipale_2023,Taux_activite_tranche_15-64_en_2022
57145,Coincy,27530,142,6.1,11.5,1.09,334,75.7
57146,Coin-lès-Cuvry,29150,348,11.2,12.8,2.13,824,83.8
57147,Coin-sur-Seille,29650,145,1.4,9.3,0,338,76.4
57148,Colligny-Maizery,28910,227,8.5,12.3,-0.38,564,82.3
57149,Colmen,22860,101,15.2,12,0.83,207,79.2
57150,Condé-Northen,24850,321,17.2,18.2,1.4,737,82.7
57151,Conthil,21720,76,2.3,12.5,-1.8,148,74.8
57152,Contz-les-Bains,30340,248,16.1,19,1.27,548,79.4
57153,Corny-sur-Moselle,27320,996,24.2,24.7,-0.39,2168,77.2
57154,Coume,24290,292,10.6,11,-1.82,593,75.9
57155,Courcelles-Chaussy,25940,1265,16,16.6,-0.38,3006,74.2
57156,Courcelles-sur-Nied,26740,555,26,23.2,0.06,1194,81.3
57158,Craincourt,24450,104,1.9,5.4,-1.93,226,81.7
57159,Créhange,21460,1777,21.5,31.7,-0.78,3691,72.6
57160,Creutzwald,19470,6632,49.8,44.7,-1.1,12254,68.7
57161,Cutting,24010,54,3.5,8.7,-5.98,96,77.2
57162,Cuvry,29170,449,16,14.5,4.39,1096,80.5
57163,Dabo,23020,1555,14.5,11.1,-1.09,2361,76.3
57165,Dalem,25180,333,11.8,16.1,1.23,695,80.8
57166,Dalhain,N/A - secret statistique,56,3.6,9.8,-2.07,97,85
57167,Dalstein,25350,147,3.3,6.6,0.68,376,79.2
57168,Danne-et-Quatre-Vents,24630,302,7,11.9,-0.39,670,77.8
57169,Dannelbourg,24550,233,11.6,14.8,0.17,505,73.8
57171,Delme,24840,480,20.6,26.8,0.61,1166,78.8
57172,Denting,24660,125,14.7,13.9,-0.37,268,74.4
57173,Desseling,25170,58,7.1,18.6,-1,97,78.8
57174,Destry,26630,52,9.6,14.9,3.42,115,81.4
57175,Diane-Capelle,23220,411,1.6,12.1,2.28,253,80.6
57176,Diebling,24440,822,16.2,18.3,0.15,1658,76.3
57177,Dieuze,20590,1637,53.4,47.9,-0.78,2770,72.7
57178,Diffembach-lès-Hellimer,22810,166,8.4,13.6,0.23,359,75.9
57179,Distroff,27860,788,17.4,19.6,0.51,1828,79.6
57180,Dolving,22650,167,15.9,17,-0.38,344,79.7
57181,Domnom-lès-Dieuze,N/A - secret statistique,55,9.1,11.4,3.57,100,66
57182,Donjeux,N/A - secret statistique,47,2.1,7.1,-0.53,92,83.6
57183,Donnelay,22080,105,6.6,9.4,0.26,193,83.5
57186,Ébersviller,22960,424,9.1,13.3,0.24,963,77
57187,Éblange,24640,147,5.6,12.1,-0.63,360,74.3
57188,Éguelshardt,21430,244,5.7,12.2,0.54,440,75.2
57189,Eincheville,25060,100,3,9.1,-0.31,216,76
57190,Elvange,22530,193,13.5,21.4,0.86,419,78
57191,Elzange,25890,284,3.9,8.8,-1.31,666,74.2
57192,Enchenberg,23750,613,11.9,14,-0.45,1206,77
57193,Ennery,26940,971,21.2,19.7,2.43,2322,77.6
57194,Entrange,33890,557,18.5,16.9,-0.31,1218,76.9
57195,Epping,25770,272,15.3,15.2,0.06,572,82.8
57196,Erching,24940,212,20.2,19.1,0.12,418,82.7
57197,Ernestviller,24050,234,5.1,12.6,0,503,74.9
57198,Erstroff,22300,84,2.4,10,-0.61,187,71.6
57199,Escherange,37350,326,24.6,17.2,1.57,693,82
57200,Les Étangs,28320,180,12.1,12.6,0.81,421,82.9
57201,Etting,24270,345,8.6,13.9,-0.75,714,74.9
57202,Etzling,26230,543,13.6,14.3,-0.69,1136,74.1
57203,Évrange,38280,135,42.7,27.9,0.41,246,81.2
57204,Failly,29080,238,5.9,8.7,0.67,532,74.5
57205,Falck,21910,1292,24,23,-0.03,2482,74.5
57206,Fameck,19950,6156,40.3,37.4,1,14788,69.8
57207,Farébersviller,16050,2297,74,64.4,-0.98,5224,61
57208,Farschviller,22460,667,18.6,15.2,-0.47,1318,76.6
57209,Faulquemont,20970,2492,40.7,40.2,-0.63,5109,67.3
57210,Fénétrange,21970,399,32.3,28.1,-2.04,639,73.5
57211,Fèves,26940,489,6.2,21.4,1.09,1193,81.3
57212,Féy,30250,298,6.2,7.5,0.36,754,81.1
57213,Filstroff,22910,435,8,11.2,0.02,778,73.9
57214,Fixem,28500,186,21.9,14.4,-0.86,397,82.3
57215,Flastroff,24950,168,8.3,10.8,2.27,373,80
57216,Fleisheim,23510,67,4.6,8.9,-1.52,135,82.6
57217,Flétrange,23970,413,15.4,20.7,-1.03,875,70.7
57218,Fleury,28930,580,12.2,9.5,0.71,1276,79
57219,Flévy,27560,270,28.7,20.2,1.3,602,83.5
57220,Flocourt,22250,54,0,11.5,2.56,135,75.7
57221,Florange,21130,5790,54.3,38.4,0.12,12035,74.1
57222,Folkling,25070,666,13.4,12.1,1.34,1411,82.1
57224,Folschviller,18660,1910,46.3,43.1,-0.32,3916,70.7
57225,Fonteny,22990,65,1.5,3.5,0,143,83.5
57226,Fontoy,24190,1579,31.7,27.9,0.8,3184,81
57227,Forbach,17540,10984,67.6,53,-0.84,20493,63.7
57228,Fossieux,22870,79,2.5,17.6,-2.69,186,77.8
57229,Foulcrey,20820,106,2.6,13.1,-0.8,162,75.3
57230,Fouligny,24970,90,12.1,17.1,-0.26,192,77.7
57231,Foville,N/A - secret statistique,48,17.4,37.5,0.67,102,75.1
57232,Francaltroff,21930,353,22.8,26.5,-0.46,750,77.8
57233,Fraquelfing,N/A - secret statistique,363,88.5,14.3,-0.2,82,83
57234,Frauenberg,25060,306,18.3,19.2,0.34,603,77.7
57235,Freistroff,24070,469,6.3,8.7,-0.81,1000,74
57236,Frémery,N/A - secret statistique,34,11.8,21.2,2.06,87,71.7
57237,Frémestroff,22990,134,5.1,4.7,0.17,304,72.4
57238,Fresnes-en-Saulnois,23840,93,14.4,22.2,0.72,191,83.1
57239,Freybouse,23160,192,16.6,22.8,-0.39,422,81.4
57240,Freyming-Merlebach,18530,6702,55.8,54.6,0.57,13266,65.1
57241,Fribourg,20800,97,6.1,13,-0.62,159,75.9
57242,Gandrange,24210,1297,25.1,23.4,0.7,3031,75
57244,Garrebourg,22340,256,6.7,8.7,-0.37,485,70.7
57245,Gavisse,33440,245,6.9,9.4,0.94,602,75.1
57246,Gelucourt,22370,111,3,7.1,-1.02,204,74.6
57247,Gerbécourt,N/A - secret statistique,50,1.8,22.7,-0.58,85,80.4
57248,Givrycourt,N/A - secret statistique,44,13.2,32.4,1.28,95,72
57249,Glatigny,29900,113,9,13,0,256,74.8
57250,Goetzenbruck,23470,827,11.4,13.7,-0.52,1484,75.4
57251,Goin,25360,157,21.7,14.4,1.02,356,84.9
57252,Gomelange,23560,221,12,14.7,-0.72,476,78.3
57253,Gondrexange,22160,251,10.6,13.5,0.4,503,76.1
57254,Gorze,23650,475,24,23.4,-0.68,1120,74.3
57255,Gosselming,23700,264,1.9,5.9,-0.43,572,75.7
57256,Gravelotte,25100,357,15.6,21.7,-0.26,817,76.5
57257,Grémecey,19350,50,4,17.5,-0.81,100,84.1
57258,Gréning,21130,56,16.9,20,-2.43,113,77
57259,Grindorff-Bizing,24420,148,6.8,7.6,-0.16,314,73.9
57260,Grosbliederstroff,25510,1789,33.1,30.7,0.22,3346,78.5
57261,Gros-Réderching,23070,594,9.4,15.5,-0.86,1266,78.9
57262,Grostenquin,23180,298,15.4,16.1,-0.73,604,80.3
57263,Grundviller,24030,295,18.1,18.8,0.4,674,79.5
57264,Guebenhouse,21630,203,13.4,16.1,-0.36,417,71.4
57265,Guébestroff,N/A - secret statistique,24,13,21.7,3.2,58,72.7
57266,Guéblange-lès-Dieuze,20980,74,13.7,19,-0.65,150,81.7
57267,Le Val-de-Guéblange,21850,427,9.1,13.5,-1.35,789,73.5
57268,Guébling,23980,68,2.9,6.7,0.13,125,74.3
57269,Guénange,21990,3634,34.1,35.6,1.92,8083,75.2
57270,Val-de-Bride,21540,275,8.4,14.3,-2.31,511,76.7
57271,Guenviller,24750,320,11.3,13.3,0.88,680,74.3
57272,Guermange,22200,54,10.9,19.5,0.36,95,73.1
57273,Guerstling,22530,252,9.9,13.8,-2.34,360,76.7
57274,Guerting,24530,388,10.6,10.9,0.23,866,73.8
57275,Guessling-Hémering,23290,450,10.3,17.2,0.11,925,77.8
57276,Guinglange,23810,146,9.1,13,-0.36,322,83.1
57277,Guinkirchen,23850,78,1.2,11.1,-1.24,141,88
57278,Guinzeling,N/A - secret statistique,28,10.9,11.5,-2.03,61,82.5
57280,Guntzviller,24990,177,14.7,10.6,-1.44,353,78.2
57281,Haboudange,21960,110,15.6,19.8,-2.81,225,72.3
57282,Hagen,40720,220,58.4,35.1,1.12,387,85.3
57283,Hagondange,21770,4751,59,54,0.06,9278,77.1
57284,Hallering,23870,63,6.7,6.1,-2.18,99,79.4
57286,Halstroff,23940,141,32.8,27.5,-1.38,288,80.2
57287,Basse-Ham,28640,1043,20.1,15.8,0.82,2349,78.5
57288,Ham-sous-Varsberg,22820,1346,21.5,24.5,0.37,2888,73.7
57289,Hambach,25100,1331,20.3,22.1,-0.71,2766,80.3
57290,Hampont,24220,92,6.5,7.7,-1.69,167,75.3
57291,Hangviller,22570,128,12.5,21.6,-0.64,253,81.6
57292,Hannocourt,N/A - secret statistique,7,0,0,-5.45,15,83.3
57293,Han-sur-Nied,23420,104,15.8,17,-0.59,249,76.3
57294,Hanviller,21980,107,20.2,20.7,-1.85,186,82.7
57295,Haraucourt-sur-Seille,25060,57,10.4,16,1.25,111,87.3
57296,Hargarten-aux-Mines,23880,544,14.7,18.7,-0.52,1073,77.5
57297,Harprich,23360,99,7.1,15.1,0.94,183,77.8
57298,Harreberg,24290,215,15.8,15.4,-1.13,369,75.8
57299,Hartzviller,23590,447,7.8,9.2,0.4,934,80.2
57300,Haselbourg,22200,188,13.8,15.9,-1.09,295,77.2
57301,Haspelschiedt,21240,219,9.9,14.8,-1.25,281,72.9
57302,Hattigny,21850,675,3.7,30.2,3.88,235,80.8
57303,Hauconcourt,23490,285,24.8,27.5,-1.21,579,77.9
57304,Haut-Clocher,23910,166,10.3,15.6,-0.39,340,81.7
57305,Havange,29780,192,14.6,17.4,0.3,456,75.8
57306,Hayange,21480,7836,46.3,38.9,-0.01,15806,73.5
57307,Hayes,25700,101,17.3,33,1.32,251,81.9
57308,Hazembourg,20990,66,14,9.8,1.62,152,75.9
57309,Heining-lès-Bouzonville,24670,243,3.2,5.9,0.35,487,74.9
57310,Hellering-lès-Fénétrange,23260,94,4.2,11,-0.09,186,77.4
57311,Hellimer,23470,252,12.2,14.7,-0.78,523,73.7
57312,Helstroff,24670,214,11.3,19.1,-1.76,481,81.5
57313,Hémilly,22840,63,9.7,17.2,-0.83,136,72.2
57314,Héming,23570,230,26.5,33.2,-0.27,490,82.3
57315,Henridorff,24970,328,5.5,14.6,0.12,706,80.6
57316,Henriville,24040,347,12.9,13.1,-0.24,742,73.9
57317,Hérange,N/A - secret statistique,55,14.5,18,-0.63,104,80.9
57318,Hermelange,26210,109,10.1,11.6,0.22,227,79.6
57319,Herny,23690,232,7.1,8.7,0.23,515,79
57320,Hertzing,21580,85,1.1,9.1,-1.55,173,73.1
57321,Hesse,23260,284,20.1,25.9,-0.68,549,80.4
57322,Hestroff,23400,228,5.4,13,1.19,482,79.5
57323,Hettange-Grande,31880,3883,44.3,27.8,0.26,7772,80.4
57324,Hilbesheim,23590,278,8.3,12.4,0.27,617,79.4
57325,Hilsprich,22700,514,10.5,18.5,-0.2,847,70.6
57326,Hinckange,24180,138,5.4,9.1,-0.21,321,77.6
57328,Holacourt,N/A - secret statistique,39,5.3,8.8,-0.19,87,71.2
57329,Holling,23640,200,13,22,0.15,444,79.1
57330,Holving,23520,858,3.8,9.3,-0.29,1268,73.8
57331,Hombourg-Budange,25340,252,8.8,11.2,0.18,562,79.3
57332,Hombourg-Haut,19130,3197,52.8,42.1,-1.22,5976,68
57333,Hommarting,24640,372,6.7,9.6,-0.06,847,77.6
57334,Hommert,23940,192,2.6,5.1,-1.65,305,77.4
57335,Honskirch,22120,96,2,11.6,-0.84,213,74.7
57336,L'Hôpital,20080,2657,40.5,34.1,-0.53,5183,66.7
57337,Hoste,23180,282,13.7,17.9,-1.38,562,70.3
57338,Hottviller,23190,284,11.3,12.9,-0.58,504,76.4
57339,Hultehouse,25280,212,9,7.9,-0.18,360,82.1
57340,Hundling,23700,656,23.2,24.8,-0.14,1339,76.5
57341,Hunting,29800,302,13.6,16.5,-1.14,673,76.1
57342,Ibigny,N/A - secret statistique,46,15.2,19.4,-1.24,90,80
57343,Illange,27560,844,22.4,15.8,-0.91,1770,75.6
57344,Imling,23670,347,22.8,28.3,-0.92,685,79.9
57345,Inglange,29790,179,20,16,-2.2,386,82.2
57346,Insming,23070,283,15.9,19.7,0.59,605,73.2
57347,Insviller,21370,97,5.2,13.4,-0.87,168,78.9
57348,Ippling,26260,375,16.7,16.1,0.04,787,77
57349,Jallaucourt,23460,69,2.7,9.5,-3.15,137,77.1
57350,Jouy-aux-Arches,26670,680,28,22.2,-0.48,1430,78.2
57351,Jury,27620,498,11.3,15.2,5.25,1408,69.6
57352,Jussy,35040,225,14,12.2,0.85,466,80.4
57353,Juvelize,N/A - secret statistique,51,9.8,7.9,0.23,72,70.3
57354,Juville,24620,63,17.9,25.4,3.47,146,81.6
57355,Kalhausen,24900,395,10.4,16.1,-1.3,774,78.1
57356,Kanfen,37060,540,19.1,19.5,0.85,1235,78.6
57357,Kappelkinger,22310,211,6.3,6.5,1.1,425,74.5
57358,Kédange-sur-Canner,25770,503,16.2,16.4,0.51,1121,82
57359,Kemplich,23790,84,4.5,10.7,1.25,181,77
57360,Kerbach,26230,563,18.7,18.4,0.48,1224,75.6
57361,Kerling-lès-Sierck,29760,285,11,17.8,0.6,599,79.7
57362,Kerprich-aux-Bois,25970,113,4.4,10.2,3,197,84.2
57364,Kirsch-lès-Sierck,31940,144,16.4,12.1,1.05,328,80.5
57365,Kirschnaumen,27430,259,18.3,13.1,0,481,77.9
57366,Kirviller,25510,58,10,10.7,0.12,142,82
57367,Klang,23340,113,8.9,8.7,-2.29,208,79.2
57368,Knutange,19320,1763,62.2,46.4,-0.02,3199,74.3
57370,Kœnigsmacker,27530,1040,23,24.1,-0.15,2224,79.8
57371,Haute-Kontz,26820,286,17.8,10.6,-1.65,532,78.5
57372,Kuntzig,29220,597,16.6,11,0.56,1359,79.1
57373,Lachambre,25430,408,12.5,14.6,-0.15,906,78.3
57374,Lafrimbolle,21820,125,1.5,6,0.73,211,71.8
57375,Lagarde,20690,108,8.3,11.4,-0.99,179,68.8
57376,Lambach,22440,262,4.1,8.7,-1.53,463,79.4
57377,Landange,22340,114,8.6,14.3,-0.21,239,74.9
57379,Landroff,21230,132,17.5,26.9,-0.75,259,79.1
57380,Laneuveville-lès-Lorquin,25500,61,13.4,13,0.32,104,87.3
57381,Laneuveville-en-Saulnois,21820,125,4.9,28.3,-1.02,285,78.9
57382,Langatte,23730,513,2.9,16,1.93,627,81.5
57383,Languimberg,24070,95,8.4,11.5,-1.81,155,84.5
57384,Laning,23730,283,14.1,12.8,-0.7,579,83
57385,Laquenexy,27660,534,14.4,15.2,1.57,1255,78
57386,Laudrefang,22830,164,19.8,19.2,-0.3,335,76.5
57387,Laumesfeld,25190,140,5.5,7,-0.36,278,72.2
57388,Launstroff,22390,114,7,8.2,-1.71,238,79.2
57389,Lelling,24210,215,13.5,15.3,-0.5,458,74.8
57390,Lemberg,21400,746,18.5,17.7,-0.31,1428,73.3
57391,Lemoncourt,N/A - secret statistique,34,5.9,22.6,-3.37,57,82.1
57392,Lemud,23230,228,19.8,15.9,0.49,516,82
57393,Lengelsheim,21340,101,5.1,10.5,-1.61,186,69.6
57394,Léning,22940,139,10.2,24.1,-0.91,321,79
57395,Lesse,22800,98,4.1,11.8,0,206,75.8
57396,Lessy,31470,405,13,10.8,1.07,794,72.6
57397,Ley,25630,53,1.9,8.7,1.96,109,82.3
57398,Leyviller,21890,243,26.3,23.2,0.3,502,75.4
57399,Lezey,N/A - secret statistique,48,8.4,10.5,-1.74,90,85.2
57401,Lidrezing,N/A - secret statistique,48,8.2,25.6,-1.2,80,69.2
57402,Liederschiedt,23960,68,4.4,14.5,-0.84,116,79.5
57403,Liéhon,24200,56,9.4,12.5,2.21,130,81.5
57404,Lindre-Basse,23740,120,4,14.9,1.19,234,71.4
57405,Lindre-Haute,N/A - secret statistique,30,0,18.2,-1.03,47,76
57406,Liocourt,25810,69,8.7,11.3,0.24,138,82.1
57407,Lixheim,22380,305,29.3,32.3,-0.79,552,81.6
57408,Lixing-lès-Rouhling,23830,401,21.9,17.7,-2.62,799,72.8
57409,Lixing-lès-Saint-Avold,24160,332,23,18.4,-0.22,673,78.6
57410,Lhor,19940,66,1.6,3.6,0.49,138,77.3
57411,Lommerange,25040,172,6.4,8.4,3.96,380,74.8
57412,Longeville-lès-Metz,25800,2446,77.2,50.1,0.3,4102,78.7
57413,Longeville-lès-Saint-Avold,23860,1831,28.9,26.3,-0.43,3572,74.8
57414,Lorquin,23250,542,27.5,24.3,-0.01,1150,66.9
57415,Lorry-lès-Metz,31000,780,17.6,18.2,-0.63,1720,78.5
57416,Lorry-Mardigny,25360,294,11.9,14.6,0.83,683,80.7
57417,Lostroff,N/A - secret statistique,35,8.6,10.3,0.48,71,76.1
57418,Loudrefing,20210,178,24.1,21.9,-1.73,290,76
57419,Loupershouse,24950,424,8.4,12.8,-0.38,904,73
57421,Loutzviller,21520,92,18.8,14.9,-0.11,149,74.4
57422,Louvigny,26670,378,7.8,16.1,-0.36,880,81.7
57423,Lubécourt,N/A - secret statistique,33,18.2,22.6,-1.67,66,73.3
57424,Lucy,23400,108,11.3,17.6,-0.29,224,76.5
57425,Luppy,26050,261,12.8,21.7,0.72,595,79.3
57426,Luttange,26810,402,6.5,7.7,1.63,983,81.1
57427,Lutzelbourg,22910,339,32,26.8,-0.96,551,85.7
57428,Macheren,23900,1291,28.6,24.8,0.28,2814,71
57430,Mainvillers,24250,150,11,14.1,-0.86,318,72.9
57431,Maizeroy,28610,160,14.7,13.8,0.84,410,78.2
57433,Maizières-lès-Metz,21380,5444,49.8,43.2,0.28,11580,77.1
57434,Maizières-lès-Vic,20740,249,16.2,20.5,-1.11,464,75.4
57436,Malaucourt-sur-Seille,23540,60,1.7,17,0.93,130,82.7
57437,Malling,28950,297,9.1,11,1.31,681,76.7
57438,Malroy,29770,195,12.3,15.4,-0.09,353,79.7
57439,Manderen-Ritzing,29240,276,4.7,4.1,0.75,613,78.7
57440,Manhoué,26900,73,7.9,12.1,0.12,143,84
57441,Manom,30140,1561,43.9,32.2,1.48,3137,79.4
57442,Many,25110,132,41.6,25.8,-0.13,257,80
57443,Marange-Silvange,24080,2776,29.3,26.9,0.95,6539,76.3
57444,Marange-Zondrange,24190,157,8.9,15.8,1.46,372,77.9
57445,Marieulles,28890,300,4.7,9.6,-0.07,700,82.4
57446,Marimont-lès-Bénestroff,N/A - secret statistique,26,15.4,16.7,6.68,56,84.8
57447,Marly,27920,4603,28.7,29.5,0.3,10286,73.6
57448,Marsal,21050,138,21.6,30.9,-3.41,229,74.8
57449,Marsilly,29180,231,6.9,12.9,0.09,582,77.3
57451,Marthille,20780,86,2.3,4,-0.39,167,78
57452,La Maxe,28690,426,13.7,18.5,2.25,1056,77.9
57453,Maxstadt,23940,137,2.8,3.2,-1.03,297,79.9
57454,Mécleuves,29310,520,8.2,8.5,0.57,1196,78.6
57455,Mégange,21860,79,10,9,-2.44,138,68.7
57456,Meisenthal,23980,377,6.1,7.6,-1.59,635,77.9
57457,Menskirch,24910,72,16.7,15.4,0.12,141,79
57459,Merschweiller,30600,124,11,12.2,2.64,290,82.5
57460,Merten,23690,759,17.5,18.9,-0.68,1444,76.2
57461,Métairies-Saint-Quirin,23700,157,5.2,5.6,0.31,271,75.9
57462,Metting,24350,178,16.6,18.1,0.45,410,79.1
57463,Metz,20940,71496,85.3,64.3,0.86,122572,70.9
57464,Metzeresche,27070,402,7.3,8.4,1.21,1020,82.3
57465,Metzervisse,29260,923,17.9,16,0.04,2277,80
57466,Metzing,23690,318,20.3,20.1,1.42,702,77.2
57467,Mey,26360,136,29.1,29.4,2.46,309,75.5
57468,Mittelbronn,23930,307,18.6,21.7,-1.3,636,79.8
57469,Mittersheim,20480,808,3.1,17.8,-0.37,583,69.9
57470,Molring,N/A - secret statistique,7,0,25,15.71,12,83.3
57471,Momerstroff,25050,122,13.9,19.8,0.75,298,80.5
57472,Moncheux,22030,61,6.6,20.8,-0.34,146,75.8
57473,Moncourt,N/A - secret statistique,38,2.6,6.7,-1.74,63,82.5
57474,Mondelange,21990,2975,47.9,38.5,0.1,5699,77.5
57475,Mondorff,36330,303,39.9,29.7,2.73,609,79.4
57476,Monneren,26590,163,4.9,8.2,-0.89,398,76.7
57477,Montbronn,22890,795,10.8,15.6,-0.54,1578,77.9
57478,Montdidier,N/A - secret statistique,47,6.4,11.9,0.21,81,69.4
57479,Montenach,30650,225,10.2,12.5,1.3,495,75.5
57480,Montigny-lès-Metz,21930,12234,78,59.5,-0.08,21718,76.4
57481,Montois-la-Montagne,23450,1276,26.3,24.8,0.01,2711,78.3
57482,Ogy-Montoy-Flanville,27120,802,21,12.4,0.78,1806,77.7
57483,Morhange,18610,1742,50.9,51.2,-0.67,3308,67.9
57484,Morsbach,20940,1306,43,34.6,-0.32,2635,73.5
57485,Morville-lès-Vic,20660,60,17.7,27.1,-2.6,105,74.6
57486,Morville-sur-Nied,19580,56,8.1,4,0.28,121,70.3
57487,Moulins-lès-Metz,24460,2628,58.4,46.7,0.68,5265,77.5
57488,Moussey,20770,327,25.7,30.6,-0.06,559,74.5
57489,Mouterhouse,20890,155,12.3,19.7,-2.17,270,78.6
57490,Moyenvic,22520,180,13.2,19.9,-2.59,311,71.4
57491,Moyeuvre-Grande,19840,3937,36.6,30.5,-1.12,7311,71.2
57492,Moyeuvre-Petite,21170,230,36.5,20,-0.73,442,78.6
57493,Mulcey,23900,111,8,14.4,-0.16,209,72.3
57494,Munster,21230,118,18.2,24.8,-0.82,237,74.1
57495,Narbéfontaine,22460,60,6.7,9.3,-0.43,115,83.3
57496,Nébing,20140,188,30.4,26.2,-0.84,328,73.5
57497,Nelling,20420,122,12.4,20.1,0.19,266,68.8
57498,Neufchef,26860,1231,22.9,15.4,0.45,2650,77.9
57499,Neufgrange,26410,725,19.7,16.9,-0.3,1364,79.3
57500,Neufmoulins,N/A - secret statistique,18,11.8,0,-3.84,34,80
57501,Neufvillage,N/A - secret statistique,21,9.5,31.6,5.27,49,68.6
57502,Neunkirchen-lès-Bouzonville,25390,172,11.3,15.3,-0.7,325,76.9
57504,Niderhoff,23260,418,3.4,13.1,-0.35,279,79.1
57505,Niderviller,24510,538,13,20.2,-1.13,1138,78.3
57506,Niederstinzel,21000,140,5,10.3,-1.48,235,73.3
57507,Niedervisse,25800,117,5.2,13.2,1.38,279,76.7
57508,Nilvange,21520,2582,45.3,33.2,-1.4,4341,75.5
57509,Nitting,23900,256,7.9,9.2,2.21,529,79.5
57510,Noisseville,28370,524,20.7,12.5,1.22,1109,82.8
57511,Norroy-le-Veneur,28310,490,28.3,22.9,-0.15,993,77
57512,Nouilly,28670,289,10.9,13.8,-0.09,719,80.8
57513,Nousseviller-lès-Bitche,25560,75,6.8,5.9,1.04,150,75
57514,Nousseviller-Saint-Nabor,25870,516,13.8,14.7,-0.39,1182,80
57515,Novéant-sur-Moselle,24000,847,35.9,33.1,0.43,1844,69.8
57516,Oberdorff,25900,159,4.5,5.4,-0.69,329,77.1
57517,Obergailbach,23790,127,6.2,7.6,-2.08,268,77.7
57518,Oberstinzel,22420,149,10,13.6,-1.21,316,78.9
57519,Obervisse,25040,79,7.7,6.2,-0.53,154,77.2
57520,Obreck,N/A - secret statistique,22,12.3,10.5,1.77,40,82.1
57521,Œting,26690,1227,16.3,13.5,-0.5,2599,77.9
57524,Ommeray,23250,73,13.7,21.1,0,127,74.4
57525,Oriocourt,N/A - secret statistique,26,7.6,31.8,-0.59,55,81.8
57526,Ormersviller,26120,159,10.5,10.8,-0.21,385,80.2
57527,Orny,25670,175,7.4,12.6,3.81,448,80.5
57528,Oron,22090,51,6.3,11.9,2.81,111,72.3
57529,Ottange,27400,1469,31.2,21.3,-0.46,2960,75
57530,Ottonville,23330,194,6.9,4.3,0.7,464,79.7
57531,Oudrenne,26960,342,9,9.3,-0.36,724,81
57532,Pagny-lès-Goin,23020,123,42.3,55.7,-0.93,225,84.3
57533,Pange,29680,380,3.4,6.9,-0.04,869,76.5
57534,Peltre,29680,794,23.5,28.4,-0.6,1790,71.5
57535,Petit-Réderching,23140,696,15.6,19,-0.81,1417,77
57536,Petit-Tenquin,23750,106,17.9,16.7,-0.89,217,76
57537,Petite-Rosselle,19950,2936,36.5,31.4,-0.44,6171,69.1
57538,Pettoncourt,23490,123,5.7,6,0.28,296,79.9
57539,Pévange,N/A - secret statistique,18,0,5,-3.97,40,80
57540,Phalsbourg,22420,2346,36.5,39.7,-0.14,4688,76.3
57541,Philippsbourg,22950,339,11.5,15.4,0.05,613,76.5
57542,Piblange,22130,383,5,13.3,-1.15,943,76.5
57543,Pierrevillers,26450,659,15.7,14.7,-0.74,1443,81
57544,Plaine-de-Walsch,23860,316,17.4,18.2,-0.78,601,77.8
57545,Plappeville,31940,926,19.4,16.8,0.24,2027,75.7
57546,Plesnois,30870,333,7.4,7.3,-1.12,772,74.8
57547,Pommérieux,27990,320,9.7,12.5,1.39,755,79.6
57548,Pontoy,26880,235,0.9,5,4.68,613,83.3
57549,Pontpierre,23600,348,17.1,22,0.25,735,68.9
57550,Porcelette,25030,1162,14.4,12.5,-0.6,2397,76.2
57551,Postroff,22330,107,18.7,21.7,-1.22,196,80.5
57552,Pouilly,27220,411,6.8,10.1,7.79,963,79.3
57553,Pournoy-la-Chétive,27920,255,7.1,15.7,-0.72,610,82.1
57554,Pournoy-la-Grasse,31100,314,5.1,6.6,3.36,767,85.4
57555,Prévocourt,23780,55,4,6.8,-0.77,105,85.1
57556,Puttelange-aux-Lacs,21050,1678,24.7,25.8,-0.05,3016,70.8
57557,Puttelange-lès-Thionville,32110,470,24.3,26,0.92,1029,78.6
57558,Puttigny,N/A - secret statistique,33,5.9,13.3,-2.06,75,81.4
57559,Puzieux,26100,85,4.6,17.1,-1.87,167,83.5
57560,Racrange,21200,283,17.2,18.8,0.44,621,69.6
57561,Rahling,23290,367,9.8,12.6,-1.33,707,82.4
57562,Ranguevaux,24100,384,8.9,12,1.45,907,80.5
57563,Raville,24870,124,8.1,11.6,3.53,330,84.1
57564,Réchicourt-le-Château,19640,338,25.1,38.8,0.28,550,70.8
57565,Rédange,34010,520,25.1,20.3,0.33,1014,71.5
57566,Réding,23820,1106,16.1,20.5,-0.74,2280,77.3
57567,Rémelfang,24450,77,16.6,17.5,-1.91,147,74.7
57568,Rémelfing,24960,669,19.7,20.2,-1.22,1305,77.5
57569,Rémeling,25380,147,10,13.8,1.11,329,84.3
57570,Rémering,25260,231,7.9,9.1,-0.58,421,73.2
57571,Rémering-lès-Puttelange,23960,566,16.1,20.8,-0.58,1050,79.1
57572,Rémilly,25000,1023,28.3,29.7,0.44,2070,78.5
57573,Réning,22050,64,3.2,5.4,-0.77,127,74.3
57574,Basse-Rentgen,39920,238,13.2,10.9,1.09,524,81.4
57575,Retonfey,27600,589,14.1,20.8,-0.7,1327,78.4
57576,Rettel,28080,408,23.8,28.3,2.17,869,79
