code_insee_com,nom_com,niveau_vie_median_2021,nb_logements_2022,Pourcentage_appartements_2022,pourcentage_locataires_dans_résidence_principale_2022,evolution_annuelle_moy_de_la_population_entre_2017_et_ 2023_en_pourcentage,population_municipale_2023,Taux_activite_tranche_15-64_en_2022
1001,L'Abergement-Clémenciat,25820,379,2.4,13.8,1.73,860,82.1
1002,L'Abergement-de-Varey,24480,175,1.1,9.9,1.43,270,80.1
1004,Ambérieu-en-Bugey,21660,7973,54.1,53.1,2.14,15934,76.7
1005,Ambérieux-en-Dombes,24610,921,26.5,25.2,2.03,1906,81.3
1006,Ambléon,24210,71,4.2,26.3,0.59,115,70.8
1007,Ambronay,24860,1302,15.2,26.1,0.69,2841,80.2
1008,Ambutrix,26300,366,9.1,24.3,0.18,760,79.7
1009,Andert-et-Condon,24810,199,9.2,12.6,0.89,348,81.2
1010,Anglefort,24700,616,9.4,18.7,0.86,1174,76.4
1011,Apremont,24530,201,15.5,22.8,1.66,415,82.1
1012,Aranc,24270,220,7,13.7,0.25,331,80.4
1013,Arandas,22180,121,1.7,9.6,-0.71,138,77.9
1014,Arbent,22410,1532,33.7,35,0.91,3555,76.4
1015,Arboys en Bugey,23800,424,2.4,15.1,1.64,710,82.2
1016,Arbigny,23080,220,0.9,8.6,-0.04,462,84.1
1017,Argis,20790,324,15.1,11.5,-0.89,419,72.4
1019,Armix,N/A - secret statistique,28,3.5,15.4,-1.87,25,86.7
1021,Ars-sur-Formans,26430,625,19.8,23,1.37,1528,78.9
1022,Artemare,22000,740,28.4,34.8,-1.37,1139,77.3
1023,Asnières-sur-Saône,N/A - secret statistique,46,0,14.7,2.82,78,75.5
1024,Attignat,24460,1537,19.7,29,1,3409,83.1
1025,Bâgé-Dommartin,24880,1759,4.5,15.7,-0.17,4050,80
1026,Bâgé-le-Châtel,22860,475,31.3,40.8,0.85,971,83.5
1027,Balan,25770,803,19,25.6,2.3,3077,78.4
1028,Baneins,25520,272,4.9,13.9,0.52,621,81.5
1029,Beaupont,21350,332,6.2,24.5,1.06,734,76.9
1030,Beauregard,24240,463,39.9,47.3,0.12,872,80.1
1031,Bellignat,20550,1874,62.7,57.7,-0.46,3525,69.5
1032,Béligneux,23060,1360,27.7,41.5,0.99,3535,80.5
1033,Valserhône,23780,8502,63.6,50.1,0.29,16712,77.1
1034,Belley,21180,5257,55.4,50,0.52,9388,73.9
1035,Belleydoux,26160,235,8.7,15.2,-0.43,306,80.1
1036,Valromey-sur-Séran,23820,983,4.2,16.9,0.5,1351,76.6
1037,Bénonces,21770,188,4.3,20.5,0.71,311,78.5
1038,Bény,24250,369,10,18,0.46,777,80.9
1040,Béréziat,23440,223,11.2,10.9,-0.72,475,82.3
1041,Bettant,25150,402,11.6,23.2,0.57,774,82
1042,Bey,25520,141,2.8,14.1,0.41,286,82.6
1043,Beynost,28730,2158,19.9,21.4,2.01,5198,78.5
1044,Billiat,28550,358,28.2,36.4,2.3,713,84.2
1045,Birieux,28180,122,8.5,20,-0.48,275,85.6
1046,Biziat,24260,397,3.5,17.2,0.25,889,81.7
1047,Blyes,27110,545,8.1,22.8,5.66,1401,84.9
1049,La Boisse,26780,1386,15.8,21.4,1.1,3449,78
1050,Boissey,23180,161,4.2,15.6,2.78,396,81.1
1051,Bolozon,N/A - secret statistique,89,1.1,18.7,2.46,103,75.9
1052,Bouligneux,27630,154,8,17,-0.51,318,78
1053,Bourg-en-Bresse,20210,23766,79.2,61.1,0.34,42372,70.5
1054,Bourg-Saint-Christophe,27320,627,6.3,16.5,2.26,1562,84.1
1056,Boyeux-Saint-Jérôme,21640,229,1.7,10.5,0.99,367,83.4
1057,Boz,24300,236,3.9,17.5,0.03,513,79.9
1058,Brégnier-Cordon,23420,418,8.8,19,-0.71,804,79.1
1060,Brénod,24970,375,21.4,28.9,2.08,576,85.7
1061,Brens,25110,529,1.7,8.8,-0.62,1123,77.6
1062,Bressolles,28710,430,10,26.1,2.03,1028,81.8
1063,Brion,25400,286,21.7,24.4,2.15,592,79.4
1064,Briord,23440,557,7.6,25.6,1.62,1119,80.6
1065,Buellas,26810,848,11.8,23.3,1.07,1899,81.2
1066,La Burbanche,N/A - secret statistique,97,2.2,14.6,4.1,98,62.5
1067,Ceignes,25900,131,5.2,28.6,0.2,257,82.7
1068,Cerdon,21410,455,12.9,23.5,-0.78,747,81.3
1069,Certines,25570,708,22.2,29,0.15,1531,82.1
1071,Cessy,42540,2551,49.8,35.1,3.1,5832,84.2
1072,Ceyzériat,25320,1544,23.1,31.1,0.88,3328,78.7
1073,Ceyzérieu,25250,599,3.9,12.7,0.92,1064,78.6
1074,Chalamont,23720,1200,33.5,39,0.55,2533,82.4
1075,Chaleins,24890,614,20.3,27.8,1.93,1505,82.9
1076,Chaley,21070,148,10.9,16.5,-0.13,129,64.1
1077,Challes-la-Montagne,24620,137,9.5,20.2,-0.88,184,86.3
1078,Challex,44460,767,24.8,25,1.63,1632,81.3
1079,Champagne-en-Valromey,22770,440,20,31.6,0.22,831,75.2
1080,Champdor-Corcelles,23720,414,13.1,25.1,0.36,665,81.1
1081,Champfromier,27400,458,27.3,37.9,-0.09,725,82
1082,Chanay,27880,294,20.7,19.4,-1.41,574,70.4
1083,Chaneins,25580,441,12.9,16.7,2.35,1046,84.9
1084,Chanoz-Châtenay,24050,389,3.6,13.4,2.68,989,82.2
1085,La Chapelle-du-Châtelard,26330,180,7.2,16.6,0,388,86.5
1087,Charix,27320,178,13.9,17.4,-0.29,280,75.9
1088,Charnoz-sur-Ain,28140,427,10.6,11.4,0.68,951,81.1
1089,Château-Gaillard,25170,986,4.4,22.5,2.25,2443,79.7
1090,Châtenay,24090,172,7.8,19.9,1.51,373,78.8
1092,Châtillon-la-Palud,25470,765,5,14.5,1.17,1698,80.3
1093,Châtillon-sur-Chalaronne,23430,2794,49.3,45.9,1.3,5250,78.7
1094,Chavannes-sur-Reyssouze,23460,390,3.3,11.2,-0.61,726,81.6
1095,Nivigne et Suran,23260,487,14.6,26.8,0.12,820,78.7
1096,Chaveyriat,23940,462,3.8,19.1,1.13,1078,81.6
1098,Chazey-Bons,22520,582,9.7,18.3,0.44,1142,75.7
1099,Chazey-sur-Ain,26780,779,16.5,27,1.26,1632,82.2
1100,Cheignieu-la-Balme,21090,119,3.4,16.2,-0.38,131,76.9
1101,Chevillard,26800,93,10.6,14.5,-0.22,149,89.9
1102,Chevroux,23750,433,3.4,14.8,0.65,990,83.1
1103,Chevry,44010,1026,48.1,30.2,4.59,2372,84.5
1104,Chézery-Forens,25230,396,23,21.1,-1.25,433,82.7
1105,Civrieux,28920,818,12.3,20.2,3.09,2016,83
1106,Cize,23440,96,1,9.9,-0.49,168,76.5
1107,Cleyzieu,22370,102,1,9.9,0.84,143,81.5
1108,Coligny,23750,720,22.7,28.1,2.38,1360,79.4
1109,Collonges,33820,1078,30.5,32.1,1.3,2398,83.2
1110,Colomieu,20800,93,9,23.9,2.14,159,74.2
1111,Conand,21730,114,0,13.8,1.3,134,81.6
1112,Condamine,25520,199,7.6,20.1,2.62,480,85.6
1113,Condeissiat,23170,391,20.4,30.3,0.34,839,84.2
1114,Confort,30140,287,20.3,21.3,0.51,668,81
1115,Confrançon,24350,633,20.5,30.3,0.25,1356,84.2
1116,Contrevoz,23210,316,4.5,17,-0.17,494,77.9
1117,Conzieu,22900,85,2.3,24.1,0.77,155,86.4
1118,Corbonod,27120,709,14.2,22.6,0.89,1333,76.9
1121,Corlier,24470,66,11.8,20.4,0.29,116,86.7
1123,Cormoranche-sur-Saône,25480,516,1.6,9.3,0.59,1179,81.5
1124,Cormoz,23440,394,6.4,20.4,0.96,703,82.2
1125,Corveissiat,24010,370,6.3,17.4,-0.54,601,77.4
1127,Courmangoux,24080,288,3.1,13.6,0.49,522,81.3
1128,Courtes,22520,156,6,21.1,-1.32,289,81.1
1129,Crans,26820,137,0,4.1,3.45,326,79.9
1130,Bresse Vallons,24120,1016,7.4,21.8,0.76,2388,82.4
1133,Cressin-Rochefort,23660,219,4.8,21.4,-0.52,380,78.2
1134,Crottet,24310,795,8.6,18.8,1.06,1847,80.7
1135,Crozet,44040,1063,31.1,26.5,2.06,2416,84.1
1136,Cruzilles-lès-Mépillat,25850,419,4.6,15.9,2.11,984,78.4
1138,Culoz-Béon,21730,1857,37.7,40.4,-0.17,3453,75.6
1139,Curciat-Dongalon,19790,274,5.5,19.3,1.18,472,75.9
1140,Curtafond,26220,330,6.3,21,1.16,825,81.8
1141,Cuzieu,25670,214,1.4,8.8,-0.91,424,76
1142,Dagneux,25320,2040,33.7,31.6,0.21,4778,79
1143,Divonne-les-Bains,46650,6565,69.9,38.8,1.37,10464,81.3
1145,Dompierre-sur-Veyle,24100,593,17.3,26.9,1.1,1245,80.3
1146,Dompierre-sur-Chalaronne,24550,186,6.2,16.6,0.79,456,78
1147,Domsure,21490,265,5.1,20.8,2.21,554,80.4
1148,Dortan,23960,987,33.6,28.7,1.96,2074,73.3
1149,Douvres,27910,502,13.1,19.8,0.98,1104,76.8
1150,Drom,23580,120,8.4,19.6,-0.08,215,84.8
1151,Druillat,24570,623,4,9.4,-0.44,1129,80.9
1152,Échallon,28070,453,10.4,10.4,0.59,784,82.5
1153,Échenevex,49930,976,23.4,23.9,1.48,2328,83.5
1155,Évosges,23720,100,8.1,14.1,-0.35,142,76.4
1156,Faramans,26730,373,4.6,13.2,2.49,934,83.4
1157,Fareins,27070,1139,15.8,17.9,2.35,2533,80.6
1158,Farges,37990,508,18.7,23.9,0.69,1082,81.8
1159,Feillens,24360,1608,16.3,34.6,0.6,3411,81.7
1160,Ferney-Voltaire,27220,6833,91.6,59.7,3.63,12094,81.1
1162,Flaxieu,N/A - secret statistique,40,2.6,11.5,0.72,71,80
1163,Foissiat,23810,995,12.9,21.7,-0.41,2034,81.2
1165,Francheleins,26140,645,3.2,11.8,-0.15,1597,81.7
1166,Frans,27060,1060,17.4,21.4,1.57,2582,81.9
1167,Garnerans,24530,317,1,13.7,1.58,711,80.3
1169,Genouilleux,25500,290,9.7,14,2.29,701,86.3
1170,Béard-Géovreissiat,24070,416,4.3,16.2,-0.05,1048,79.4
1171,Géovreisset,25370,356,7.3,20.8,-0.42,852,76.8
1173,Gex,35280,7054,73.4,54.6,0.64,13627,84.8
1174,Giron,26560,130,9.2,16.7,-0.84,174,80.4
1175,Gorrevod,22580,396,11.8,30.3,-0.4,815,76.3
1177,Grand-Corent,24680,117,5.2,13.3,0.56,183,78.4
1179,Grièges,24460,925,13.8,23.2,0.3,1910,77.2
1180,Grilly,55340,476,28.1,19.3,1.09,889,79.4
1181,Groissiat,25220,479,11.9,18.9,-0.33,1205,77
1183,Guéreins,25240,642,7.8,13.4,0.68,1512,78.9
1184,Hautecourt-Romanèche,24580,522,4.7,16,-0.63,748,82.7
1185,Plateau d'Hauteville,23080,2923,40.7,42.2,0.01,4857,74.7
1187,Haut Valromey,22880,769,17,20.2,-1.08,801,76.2
1188,Illiat,24070,270,1.1,14.1,1.9,702,83.1
1189,Injoux-Génissiat,28040,605,20.8,31.2,-0.31,1115,81.5
1190,Innimond,N/A - secret statistique,99,1,21.3,1.09,95,74.5
1191,Izenave,24140,95,13.5,17.9,0.63,162,92.4
1192,Izernore,23500,1096,27.6,45.4,0.38,2299,81.9
1193,Izieu,23870,132,2.4,14.7,-0.72,225,71.1
1194,Jassans-Riottier,24030,2876,43.9,39.4,-0.24,6247,77.8
1195,Jasseron,25630,819,14,22,1.48,1917,79.5
1196,Jayat,23020,580,13.6,23,1.08,1261,81.7
1197,Journans,25780,217,10.3,19.1,1.45,387,82.8
1198,Joyeux,25480,121,3.3,48.5,-0.56,262,83.9
1199,Jujurieux,23050,1199,21.4,32.1,0.79,2260,80.3
1200,Labalme,23480,106,8.2,35.2,-0.48,204,82.7
1202,Lagnieu,23820,3748,44.1,40.7,0.62,7411,78.1
1203,Laiz,24820,588,15,24.2,1.08,1293,81.9
1204,Le Poizat-Lalleyriat,25910,471,15.4,17.3,0.28,732,84.4
1206,Lantenay,24700,148,3.8,8.3,-1.05,260,86
1207,Lapeyrouse,27830,148,2.7,14.4,1.62,348,84.5
1208,Lavours,22170,98,8.3,19.7,1.8,138,77.3
1209,Léaz,31670,399,10.3,23.1,3.57,912,84
1210,Lélex,24020,729,84,28.9,1,241,84.7
1211,Lent,24780,742,19.1,28.8,1.23,1512,81.2
1212,Lescheroux,22570,356,7.5,14.8,-0.21,726,79.6
1213,Leyment,24160,606,5.4,23.9,1.69,1441,80.1
1214,Leyssard,26540,105,4.8,12,1.27,164,80.4
1215,Surjoux-Lhopital,23850,111,17.4,18.8,0.87,138,72.3
1216,Lhuis,24130,518,8.1,17.8,-0.06,886,77.1
1219,Lompnas,22500,111,4.5,26,0.3,171,77.1
1224,Loyettes,23420,1489,24.2,27.4,2.05,3554,82.2
1225,Lurcy,28430,175,4,6,0.93,406,80.2
1227,Magnieu,25450,363,2.6,12.6,0.18,651,77.2
1228,Maillat,26830,327,20.8,28.5,0.87,669,80.5
1229,Malafretaz,24580,616,27.5,33.9,0.55,1257,84.4
1230,Mantenay-Montlin,21030,169,2.8,17.4,0.94,331,79.1
1231,Manziat,25260,933,9.7,20.4,0.46,2018,82.2
1232,Marboz,24540,1104,19.5,25.6,0.15,2264,79.1
1233,Marchamp,24140,102,2.9,21.2,0.75,137,75.8
1234,Marignieu,23750,93,9.5,15.4,-0.99,162,71.6
1235,Marlieux,22870,549,32.3,42.9,1.07,1185,79.5
1236,Marsonnas,24430,491,4.3,16.1,0.79,1039,81.6
1237,Martignat,24590,727,23.9,27.9,0.1,1664,80.8
1238,Massieux,28590,1133,14.2,19.8,1.57,2843,81.1
1239,Massignieu-de-Rives,23900,340,2.4,14.8,0.95,650,77.4
1240,Matafelon-Granges,24660,403,5.7,11,-0.47,623,81.3
1241,Meillonnas,26000,674,9.4,22.1,1.11,1426,74.1
1242,Mérignat,20070,94,11.1,35,-0.13,129,86
1243,Messimy-sur-Saône,27580,590,6,10.1,1.5,1338,77.2
1244,Meximieux,24890,3848,45.9,46.8,1.06,8247,78.9
1245,Bohas-Meyriat-Rignat,25140,499,4.9,14.1,0.45,938,83.2
1246,Mézériat,23740,1041,18.4,30.7,0,2172,78.5
1247,Mijoux,31560,721,69.7,26.5,-2.17,299,83
1248,Mionnay,29130,964,26.2,20,1.48,2294,81
1249,Miribel,26720,4675,53.1,42.8,0.71,10395,79.8
1250,Misérieux,27460,759,7,15,0.57,2008,77.9
1252,Mogneneins,26260,384,2.5,13.4,1.31,841,81.3
1254,Montagnat,27200,939,5.9,15.1,1.56,2186,80.8
1255,Montagnieu,22080,352,7.7,24.4,1.2,668,82.1
1257,Montanges,30110,212,13.8,15.2,1.18,369,82.1
1258,Montceaux,27440,504,4.4,14.4,0.01,1196,82.4
1259,Montcet,24810,288,5.4,17.5,0.43,709,82.5
1260,Le Montellier,28850,138,3.7,15.9,2.08,336,83.6
1261,Monthieux,28010,308,8.6,14.4,0.46,664,82.3
1262,Montluel,23590,3332,55.6,43.6,-0.17,6895,77.7
1263,Montmerle-sur-Saône,25970,1812,24.5,28.8,0.03,3799,78.9
1264,Montracol,25180,445,9.5,23,-0.36,1018,82.7
1265,Montréal-la-Cluse,21010,1756,55.1,54.1,0.64,3568,71.9
1266,Montrevel-en-Bresse,22720,1454,41.8,43.4,1.63,2743,78.5
1267,Nurieux-Volognat,25120,468,17.3,21.7,-1.05,965,81.6
1268,Murs-et-Gélignieux,24830,134,1.5,15.1,-0.88,239,81.4
1269,Nantua,18370,1997,78.5,60.5,-0.15,3416,76
1272,Neuville-les-Dames,23200,793,22.9,31.5,0.6,1565,81.2
1273,Neuville-sur-Ain,23060,873,7.3,19.5,0.36,1794,80.3
1274,Les Neyrolles,20810,281,25,39.4,-0.29,628,73.9
1275,Neyron,30240,1098,27.6,22.7,-0.71,2421,79.3
1276,Niévroz,28000,619,4.7,8.5,0.44,1662,79.5
1277,Nivollet-Montgriffon,23550,103,8.5,26.9,0.42,122,75.6
1279,Oncieu,N/A - secret statistique,74,2.8,17.5,-3.47,72,83.7
1280,Ordonnaz,23420,137,5.6,9,1.15,151,80.7
1281,Ornex,37070,2348,60.3,43.6,2.39,5082,81.1
1282,Outriaz,25470,136,9.3,14.5,0.19,263,80.9
1283,Oyonnax,18340,11322,71.9,61.6,0.04,22480,70.2
1284,Ozan,23270,334,8.7,20.9,1.09,732,80.6
1285,Parcieux,29480,559,11.8,22,1.45,1315,85.4
1286,Parves et Nattages,26600,506,1,7.4,0.35,962,77.7
1288,Péron,39700,1429,38.4,27.3,1.8,2916,84.5
1289,Péronnas,24100,3053,34.1,33.3,0.15,6444,77
1290,Pérouges,26770,675,22.1,29.1,2.43,1387,78.9
1291,Perrex,24000,401,7,16.9,0.61,869,82.3
1293,Peyriat,24740,78,3.7,6,-0.43,153,79.3
1294,Peyrieu,23600,442,3.6,15.5,1.24,940,80.1
1295,Peyzieux-sur-Saône,24570,250,4.8,20.2,-0.18,654,86
1296,Pirajoux,22920,196,6.6,20.1,-0.45,397,82.5
1297,Pizay,27060,367,5.6,11.5,2.25,937,81.6
1298,Plagne,29270,95,5.7,10.3,3.15,159,84.1
1299,Le Plantay,25540,230,10,14.7,-0.15,559,74
1301,Polliat,25060,1309,18.3,25.9,1.47,2741,80.1
1302,Pollieu,24270,99,0,13.2,0.82,167,78.4
1303,Poncin,22280,1027,22,37.3,0.96,1803,82.1
1304,Pont-d'Ain,22810,1485,30.7,33.8,-0.69,2843,78.9
1305,Pont-de-Vaux,21070,1334,54.9,57.1,-0.4,2204,77.9
1306,Pont-de-Veyle,21330,868,59.4,54,-0.32,1594,83.9
1307,Port,22270,418,44,44.5,-0.34,832,75.6
1308,Pougny,41270,443,20.5,20.5,1.18,871,78.4
1309,Pouillat,N/A - secret statistique,54,1.9,2.4,-2.2,77,87.2
1310,Prémeyzel,24070,73,2.7,20.8,-0.27,244,34.8
1311,Prémillieu,N/A - secret statistique,65,7.6,14.8,1.43,49,84.8
1313,Prévessin-Moëns,44430,4712,56.8,42.8,1.78,9153,80.6
1314,Priay,25110,911,11.7,22.9,1.06,1842,83.6
1317,Ramasse,24270,156,3.8,7.3,0.61,336,83.1
1318,Rancé,29400,280,0.8,3.6,1.07,775,81.7
1319,Relevant,25090,210,2.4,16.5,0.07,465,80.6
1320,Replonges,24890,1804,11.9,24.4,1.04,3956,80
1321,Revonnas,27570,392,4.1,16.4,0.18,915,82.4
1322,Reyrieux,29130,2103,15.9,24,1.86,5358,80.3
1323,Reyssouze,23300,474,7.4,18.4,0.27,996,76.4
1325,Rignieux-le-Franc,26270,458,3.5,16.6,3.3,1180,81.2
1328,Romans,25220,259,15.9,32,1.36,640,73.6
1329,Rossillon,20680,145,3.4,23.2,1.59,166,75.5
1331,Saint-Alban,24030,111,1.8,10.8,1.53,195,89
1332,Saint-André-de-Bâgé,25800,346,2.8,13.7,1.9,841,85.2
1333,Saint-André-de-Corcy,26550,1540,33.9,31.3,0.08,3370,81.7
1334,Saint-André-d'Huiriat,24370,280,2.3,14.9,1.06,667,83.1
1335,Saint-André-le-Bouchoux,25930,150,3.3,8.1,0.8,409,85
1336,Saint-André-sur-Vieux-Jonc,24070,568,17.3,26,1.16,1229,81.5
1337,Saint-Bénigne,23070,628,5.1,19.9,1.2,1359,78
1338,Groslée-Saint-Benoit,23430,699,6.1,18.8,0.47,1227,81.6
1339,Saint-Bernard,32220,677,4.2,11.5,1.75,1590,81
1342,Sainte-Croix,30350,229,5,13,-0.78,544,77.6
1343,Saint-Cyr-sur-Menthon,24170,799,5.2,22.3,1.04,1890,82.2
1344,Saint-Denis-lès-Bourg,25580,2896,21,28.1,1.16,6160,76.7
1345,Saint-Denis-en-Bugey,23670,1105,25.1,29.5,-0.46,2246,76.7
1346,Saint-Didier-d'Aussiat,24190,396,8.5,17.7,-0.54,843,80.1
1347,Saint-Didier-de-Formans,28190,947,12.2,16.5,1.97,2203,79.8
1348,Saint-Didier-sur-Chalaronne,23560,1412,16.2,25.2,0.34,2934,80.2
1349,Saint-Éloi,26490,231,0,11,2.38,525,79.2
1350,Saint-Étienne-du-Bois,24380,1241,23.5,28.4,0.91,2584,80.5
1351,Saint-Étienne-sur-Chalaronne,23960,712,15.9,21.3,0.86,1637,79
1352,Saint-Étienne-sur-Reyssouze,23260,275,3.6,13.7,0.03,572,85.9
1353,Sainte-Euphémie,27990,697,8.5,14.2,0.88,1757,82
1354,Saint-Genis-Pouilly,30790,6993,73.6,55.1,2.36,14432,80.1
1355,Saint-Genis-sur-Menthon,24660,233,6,24.5,0.63,490,83
1356,Saint-Georges-sur-Renon,25660,90,4.1,13,1.06,228,83.1
1357,Saint-Germain-de-Joux,21610,300,32.2,35.5,0.2,507,78.7
1358,Saint-Germain-les-Paroisses,23210,260,5.8,18.5,-0.47,422,71.7
1359,Saint-Germain-sur-Renon,25790,116,2.6,18.4,1.89,264,87.7
1360,Saint-Jean-de-Gonville,42220,961,25.9,23.4,2.69,2096,82.4
1361,Saint-Jean-de-Niost,28140,818,3.8,10.4,3.97,1866,79.2
1362,Saint-Jean-de-Thurigneux,28910,321,5.6,15,1.9,863,79.2
1363,Saint-Jean-le-Vieux,24660,937,16.4,28.1,1.09,1839,79.9
1364,Saint-Jean-sur-Reyssouze,22170,421,7.9,21.8,0.4,762,82.4
1365,Saint-Jean-sur-Veyle,24530,520,2.9,18.8,-0.09,1143,80.7
1366,Sainte-Julie,24930,445,2.6,15.9,1.22,1094,84.2
1367,Saint-Julien-sur-Reyssouze,22270,395,25.8,32.4,-1.62,679,80.8
1368,Saint-Julien-sur-Veyle,23300,357,2.8,16.1,0.84,859,80.6
1369,Saint-Just,27390,425,9.4,14.1,0.46,952,74.1
1370,Saint-Laurent-sur-Saône,19550,1118,89.9,73.9,0.83,1810,83.1
1371,Saint-Marcel,25130,558,27.5,22.8,0.78,1340,81.2
1372,Saint-Martin-de-Bavel,25590,247,9.7,16.7,-0.38,428,78.3
1373,Saint-Martin-du-Frêne,25030,569,24.7,31.6,-0.42,1023,79.2
1374,Saint-Martin-du-Mont,25490,981,9,18,1.72,2023,82.4
1375,Saint-Martin-le-Châtel,25350,356,1.5,15.7,0.19,796,77.5
1376,Saint-Maurice-de-Beynost,23570,1886,55.6,36,1.48,4332,78.4
1378,Saint-Maurice-de-Gourdans,28170,1267,5.6,16.5,2.04,2903,82.9
1379,Saint-Maurice-de-Rémens,24110,369,6.3,24.8,0,756,83.1
1380,Saint-Nizier-le-Bouchoux,22400,365,10.1,15.1,-2.62,580,75
1381,Saint-Nizier-le-Désert,24340,399,4.7,18.9,0.09,921,83.6
1382,Sainte-Olive,25280,146,2.7,12.9,3.95,357,83.8
1383,Saint-Paul-de-Varax,23200,719,17.1,34.2,1.11,1634,82.7
1384,Saint-Rambert-en-Bugey,20170,1353,42.2,43.3,-0.59,2190,75.8
1385,Saint-Rémy,27430,441,14.1,24.9,-1.37,915,80.9
1386,Saint-Sorlin-en-Bugey,26690,581,10.2,20.6,-0.07,1152,77.9
1387,Saint-Sulpice,23240,102,2,11.3,0.19,260,83.4
1388,Saint-Trivier-de-Courtes,21030,617,28.2,39.7,0.48,1125,79
1389,Saint-Trivier-sur-Moignans,23920,883,28.7,32.4,1.46,1963,83
1390,Saint-Vulbas,24750,564,23.6,34.1,-0.51,1247,85.6
1391,Salavre,22940,183,5.4,13.8,1.98,306,82
1392,Samognat,27660,296,5.8,9.3,-0.6,630,81.6
1393,Sandrans,25970,262,7.3,18.8,1.57,582,80.2
1396,Sault-Brénaz,21130,551,29.4,39.1,1.16,1021,79.3
1397,Sauverny,41070,525,29.4,31,0.21,1022,79.4
1398,Savigneux,26370,610,16.6,23.8,1.41,1469,83.5
1399,Ségny,42330,1257,49.8,43.2,6.1,2941,84.1
1400,Seillonnaz,22970,100,4.1,28.8,-0.37,134,72.8
1401,Sergy,42940,1039,32.3,27.7,1.57,2288,78.8
1402,Sermoyer,22230,373,5.2,21.4,0.05,670,83.5
1403,Serrières-de-Briord,22690,696,11.8,29,0.69,1317,77.9
1404,Serrières-sur-Ain,23640,156,3.2,18.3,0.12,135,80.5
1405,Servas,22670,564,24.5,32.4,0.51,1286,79.7
1406,Servignat,23480,98,3.8,17,1.02,186,82.6
1407,Seyssel,23780,615,48.4,43,0.15,1008,81.2
1408,Simandre-sur-Suran,23210,363,6.4,21.8,0.05,673,78.2
1410,Sonthonnax-la-Montagne,27530,160,3.4,20,-1.04,293,88.1
1411,Souclin,24340,172,1.7,15.9,-0.68,262,85.1
1412,Sulignat,24630,263,1.8,19.2,0.45,602,81.8
1415,Talissieu,23340,275,4.8,29.5,2.04,508,68.2
1416,Tenay,20410,746,39.7,34.5,-0.08,1030,75.6
1418,Thil,30620,472,6.9,8.7,2.49,1261,82.1
1419,Thoiry,38950,3086,43.1,34.6,1.41,6569,81.6
1420,Thoissey,20430,967,73.6,70.7,-1.13,1626,78.6
1421,Torcieu,22620,391,7.5,15,0.3,739,78.1
1422,Tossiat,26180,660,12.7,25.7,0.76,1425,83.6
1423,Toussieux,27870,460,5.4,11.8,2.39,1257,82.8
1424,Tramoyes,31610,749,12.4,15.1,1.63,1852,81.4
1425,La Tranclière,25050,139,4.3,8.7,0.23,290,83.5
1426,Val-Revermont,24280,1281,9.6,23.3,-0.74,2488,80.1
1427,Trévoux,23920,3454,55.9,50,0.4,7013,78.6
1428,Valeins,23780,53,3.9,21.7,-0.26,128,78.5
1429,Vandeins,24170,326,6.7,17.4,1.06,732,82.8
1430,Varambon,23800,334,11.1,27.4,2.44,675,81.6
1431,Vaux-en-Bugey,25240,639,10.1,18.9,-0.32,1201,82.6
1432,Verjon,23640,183,12.1,18.1,2.69,346,85.7
1433,Vernoux,20450,126,2.4,15.6,-2.13,290,82.5
1434,Versailleux,25730,206,2,21.9,2.13,497,89.7
1435,Versonnex,38970,993,22.8,31.8,0.05,2182,80.3
1436,Vesancy,45200,275,35.3,24.9,1.2,520,79.9
1437,Vescours,23090,107,0.9,15.6,-1.43,221,80.6
1439,Vésines,N/A - secret statistique,50,10.1,25,-0.51,96,93
1441,Vieu-d'Izenave,23450,326,9.7,23.2,0.28,719,82.7
1443,Villars-les-Dombes,24480,2498,41.2,35.9,1.24,5163,80.3
1444,Villebois,22700,681,8.5,20.9,0.46,1206,79.1
1445,Villemotier,23580,284,9.7,17.4,-1.15,612,80
1446,Villeneuve,26440,663,8.6,15.9,1.47,1638,85.2
1447,Villereversure,23600,682,16.5,31.6,1.6,1420,79.4
1448,Villes,30500,194,11.7,11.5,0.22,381,86
1449,Villette-sur-Ain,26020,355,8.5,16.1,0.54,780,77.6
1450,Villieu-Loyes-Mollon,26810,1688,13,19.8,0.87,3849,80.1
1451,Viriat,25470,3146,20,31.2,1.7,7102,76.4
1452,Virieu-le-Grand,20600,670,33.8,38.9,0.46,1111,77.2
1453,Arvière-en-Valromey,22830,475,5.9,18.8,0.09,717,78.2
1454,Virignin,24130,495,10.8,22.9,0.7,1144,77.7
1456,Vongnes,N/A - secret statistique,51,2,8.3,1.16,75,90.6
1457,Vonnas,22000,1625,26.3,37.4,1.59,3255,78.8
2001,Abbécourt,21150,238,3.8,16.6,0.66,518,77.5
2002,Achery,22340,264,1.9,11.8,-0.39,584,76.2
2003,Acy,23020,468,3.6,16,-0.13,1004,78.9
2004,Agnicourt-et-Séchelles,20880,106,1,17.5,1.1,189,73.5
2005,Aguilcourt,24020,166,0.6,22.4,1.38,417,83.2
2006,Aisonville-et-Bernoville,21910,143,0,14.3,0.26,259,73.6
2007,Aizelles,22340,60,5,21.6,-0.96,118,74.4
2008,Aizy-Jouy,21950,136,0.7,13.3,0.84,306,80.6
2009,Alaincourt,22980,221,0,12.9,-0.81,517,82.1
